Protein Identifier,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,VS111,VS211,VS311,VS411,VS511,VS611,VS711,VS121,VS221,VS321,VS421,VS521,VS621,VS721,VS131,VS231,VS331,VS431,VS531,VS631,VS731,VS141,VS241,VS341,VS441,VS541,VS641,VS741,VS151,VS251,VS351,VS451,VS551,VS651,VS751,VS161,VS261,VS361,VS461,VS561,VS661,VS761,VS171,VS271,VS371,VS471,VS571,VS671,VS771,VS112,VS212,VS312,VS412,VS512,VS612,VS712,VS122,VS222,VS322,VS422,VS522,VS622,VS722,VS132,VS232,VS332,VS432,VS532,VS632,VS732,VS142,VS242,VS342,VS442,VS542,VS642,VS742,VS152,VS252,VS352,VS452,VS552,VS652,VS752,VS162,VS262,VS362,VS462,VS562,VS662,VS762,VS172,VS272,VS372,VS472,VS572,VS672,VS772,VS113,VS213,VS313,VS413,VS513,VS613,VS713,VS123,VS223,VS323,VS423,VS523,VS623,VS723,VS133,VS233,VS333,VS433,VS533,VS633,VS733,VS143,VS243,VS343,VS443,VS543,VS643,VS743,VS153,VS253,VS353,VS453,VS553,VS653,VS753,VS163,VS263,VS363,VS463,VS563,VS663,VS763,VS173,VS273,VS373,VS473,VS573,VS673,VS773,VS114,VS214,VS314,VS414,VS514,VS614,VS714,VS124,VS224,VS324,VS424,VS524,VS624,VS724,VS134,VS234,VS334,VS434,VS534,VS634,VS734,VS144,VS244,VS344,VS444,VS544,VS644,VS744,VS154,VS254,VS354,VS454,VS554,VS654,VS754,VS164,VS264,VS364,VS464,VS564,VS664,VS764,VS174,VS274,VS374,VS474,VS574,VS674,VS774,VS115,VS215,VS315,VS415,VS515,VS615,VS715,VS125,VS225,VS325,VS425,VS525,VS625,VS725,VS135,VS235,VS335,VS435,VS535,VS635,VS735,VS145,VS245,VS345,VS445,VS545,VS645,VS745,VS155,VS255,VS355,VS455,VS555,VS655,VS755,VS165,VS265,VS365,VS465,VS565,VS665,VS765,VS175,VS275,VS375,VS475,VS575,VS675,VS775,VS116,VS216,VS316,VS416,VS516,VS616,VS716,VS126,VS226,VS326,VS426,VS526,VS626,VS726,VS136,VS236,VS336,VS436,VS536,VS636,VS736,VS146,VS246,VS346,VS446,VS546,VS646,VS746,VS156,VS256,VS356,VS456,VS556,VS656,VS756,VS166,VS266,VS366,VS466,VS566,VS666,VS766,VS176,VS276,VS376,VS476,VS576,VS676,VS776,VS117,VS217,VS317,VS417,VS517,VS617,VS717,VS127,VS227,VS327,VS427,VS527,VS627,VS727,VS137,VS237,VS337,VS437,VS537,VS637,VS737,VS147,VS247,VS347,VS447,VS547,VS647,VS747,VS157,VS257,VS357,VS457,VS557,VS657,VS757,VS167,VS267,VS367,VS467,VS567,VS667,VS767,VS177,VS277,VS377,VS477,VS577,VS677,VS777,PSSM_A,PSSM_R,PSSM_N,PSSM_D,PSSM_C,PSSM_Q,PSSM_E,PSSM_G,PSSM_H,PSSM_I,PSSM_L,PSSM_K,PSSM_M,PSSM_F,PSSM_P,PSSM_S,PSSM_T,PSSM_W,PSSM_Y,PSSM_V
P40957,0.029372496662216287,0.036048064085447265,0.12550066755674233,0.06942590120160214,0.009345794392523364,0.06942590120160214,0.09746328437917223,0.020026702269692925,0.009345794392523364,0.044058744993324434,0.14018691588785046,0.1081441922563418,0.018691588785046728,0.029372496662216287,0.01335113484646195,0.07209612817089453,0.044058744993324434,0.00801068090787717,0.02403204272363151,0.03204272363150868,0,2,1,0,1,2,0,0,3,1,3,1,1,0,1,4,2,2,1,2,0,0,3,2,4,3,3,0,2,0,4,0,0,2,0,0,7,1,2,1,0,0,0,0,0,0,0,0,0,1,3,3,4,1,3,0,3,5,4,7,5,3,3,3,2,5,4,7,3,0,2,7,5,8,2,7,0,2,8,4,5,7,6,1,4,7,1,8,5,7,0,0,1,1,1,1,1,0,3,1,2,3,3,0,0,2,6,3,0,8,7,0,2,4,2,5,2,4,0,6,5,4,1,4,2,0,0,5,4,5,1,2,0,3,4,7,6,0,2,0,0,0,0,0,0,0,0,1,2,2,5,2,1,0,5,4,8,7,7,6,0,2,5,6,6,2,7,0,2,8,4,13,5,7,0,0,5,3,6,3,1,0,1,7,3,7,4,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,2,4,4,6,5,9,1,2,7,2,1,3,3,0,0,3,6,6,2,2,0,1,6,1,2,3,2,0,0,7,2,5,3,1,0,0,0,0,0,0,1,0,1,1,1,2,0,4,0,3,7,4,8,7,6,1,2,3,2,4,2,3,0,3,10,7,6,2,3,0,0,7,2,1,1,4,0,1,4,3,3,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.5254010695187166,0.6229946524064172,-0.3195187165775401,-0.7393048128342246,-3.306149732620321,1.967914438502674,2.3275401069518717,-3.6524064171122994,-0.6844919786096256,-1.3649732620320856,0.06283422459893048,1.5401069518716577,-0.5387700534759359,-3.394385026737968,-4.689839572192513,-0.5240641711229946,-1.0213903743315509,-4.397058823529412,-2.979946524064171,-1.7593582887700534
P40963,0.020710059171597635,0.03550295857988166,0.04437869822485207,0.04142011834319527,0.029585798816568046,0.05325443786982249,0.04437869822485207,0.07100591715976332,0.01775147928994083,0.05621301775147929,0.1242603550295858,0.10059171597633136,0.014792899408284023,0.05029585798816568,0.03254437869822485,0.07692307692307693,0.05325443786982249,0.01775147928994083,0.06804733727810651,0.047337278106508875,0,1,1,2,0,1,0,2,3,2,2,2,2,1,2,5,1,1,0,1,0,1,1,0,0,1,0,0,2,2,3,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,2,0,6,7,3,3,0,0,3,3,6,2,2,2,3,0,1,1,5,4,3,0,0,2,2,4,2,2,0,0,1,2,1,0,1,1,0,1,1,2,2,0,0,0,2,4,5,1,2,0,0,1,5,3,2,5,3,0,3,3,1,0,2,1,0,1,3,5,0,0,2,0,1,3,2,1,1,0,0,0,3,2,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,2,2,2,1,0,0,1,3,3,4,3,0,0,0,0,1,3,1,1,1,1,2,0,0,2,1,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,2,0,3,0,0,0,0,4,3,4,0,1,3,2,2,2,1,2,0,0,1,3,0,1,1,0,1,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3,4,2,0,1,0,1,0,1,2,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0059347181008902,-0.8130563798219584,-1.0118694362017804,-1.142433234421365,-1.8367952522255193,-0.49554896142433236,-0.5786350148367952,-1.7774480712166172,-0.9258160237388724,-1.2017804154302671,-1.083086053412463,-0.44807121661721067,-0.8753709198813057,-1.2759643916913948,-1.5934718100890208,-0.5845697329376854,-0.6201780415430267,-2.1097922848664687,-0.8694362017804155,-1.1572700296735905
P40969,0.03782894736842105,0.047697368421052634,0.049342105263157895,0.06907894736842106,0.023026315789473683,0.046052631578947366,0.05921052631578947,0.02631578947368421,0.019736842105263157,0.0625,0.12828947368421054,0.06743421052631579,0.02631578947368421,0.05592105263157895,0.03453947368421053,0.07730263157894737,0.05098684210526316,0.01644736842105263,0.049342105263157895,0.05263157894736842,1,1,1,1,1,0,0,1,8,9,6,3,1,0,0,5,1,3,0,3,1,1,3,0,1,0,0,0,1,3,3,0,3,1,0,2,1,2,1,0,1,0,0,2,0,0,0,0,0,1,5,2,0,3,3,0,4,6,15,4,11,7,0,8,7,4,6,4,9,2,4,3,8,2,4,1,0,1,5,6,4,2,3,0,3,4,6,2,3,5,1,0,0,1,1,0,0,0,2,8,4,1,1,3,0,4,11,5,5,1,7,1,3,4,3,2,4,0,0,1,8,2,4,0,4,0,2,5,3,2,0,1,0,5,2,4,3,1,1,1,1,1,0,0,1,2,0,0,4,2,0,2,0,1,2,13,7,2,2,1,1,4,6,1,2,2,2,0,1,4,1,1,1,1,1,1,4,2,1,0,1,0,1,1,1,0,1,2,0,0,0,1,0,0,0,0,1,3,0,1,1,1,0,3,4,2,2,2,6,0,2,5,4,2,2,0,2,0,6,3,0,1,0,0,0,2,1,1,2,1,1,2,2,1,2,0,0,1,0,0,0,1,0,0,0,0,7,3,2,3,0,0,0,4,3,2,1,2,0,1,6,2,4,1,3,0,1,4,2,2,2,0,0,0,0,2,2,1,1,0,2,2,2,3,1,4,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.8962108731466227,-0.8336079077429983,-0.8550247116968699,-1.2981878088962109,-1.8780889621087316,-0.5584843492586491,-0.8088962108731467,-1.9818780889621088,-1.130148270181219,-1.0477759472817134,-1.0329489291598024,-0.7215815485996705,-0.7380560131795717,-1.3607907742998353,-1.6079077429983526,-0.5172981878088962,-0.5700164744645799,-2.3196046128500822,-1.0708401976935749,-0.9522240527182867
P41543,0.05672268907563025,0.0273109243697479,0.06512605042016807,0.04201680672268908,0.004201680672268907,0.031512605042016806,0.06932773109243698,0.04831932773109244,0.023109243697478993,0.06512605042016807,0.0819327731092437,0.04411764705882353,0.014705882352941176,0.07983193277310924,0.052521008403361345,0.09873949579831932,0.06722689075630252,0.018907563025210083,0.04411764705882353,0.06512605042016807,0,4,4,3,1,2,0,4,5,4,3,1,3,0,1,7,3,1,1,2,0,4,4,5,3,1,3,0,1,0,2,2,1,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,4,5,7,4,1,0,0,9,9,8,6,3,4,1,8,6,4,2,3,7,1,2,3,5,1,3,1,0,2,3,1,2,1,1,0,2,5,6,0,1,1,0,0,1,0,0,0,0,0,3,7,4,6,2,3,0,3,8,7,3,4,4,0,7,2,3,1,2,1,0,4,3,1,2,1,1,0,0,5,0,1,1,0,0,2,5,4,2,0,3,0,1,0,0,0,0,0,0,5,1,0,3,2,0,0,1,9,3,1,0,2,0,3,7,3,6,0,3,0,1,1,3,0,0,1,0,0,1,4,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,4,2,1,1,1,0,0,4,1,1,0,2,0,0,1,4,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,2,4,7,1,1,1,0,6,3,2,1,1,1,0,0,4,3,0,0,0,0,0,0,0,0,1,1,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5263157894736842,-0.9452631578947368,-0.8189473684210526,-1.174736842105263,-2.126315789473684,-0.5852631578947368,-0.6442105263157895,-1.6821052631578948,-0.968421052631579,-0.7957894736842105,-0.8778947368421053,-0.6863157894736842,-0.7157894736842105,-1.0021052631578948,-1.2042105263157894,-0.23157894736842105,-0.22736842105263158,-2.0926315789473686,-0.7242105263157895,-0.5263157894736842
P41546,0.07563025210084033,0.06722689075630252,0.07563025210084033,0.07983193277310924,0.01680672268907563,0.03361344537815126,0.07983193277310924,0.012605042016806723,0.02100840336134454,0.025210084033613446,0.1134453781512605,0.046218487394957986,0.02100840336134454,0.046218487394957986,0.0546218487394958,0.12184873949579832,0.07142857142857142,0.008403361344537815,0.008403361344537815,0.02100840336134454,1,3,0,0,2,1,0,1,2,0,1,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,3,6,2,1,2,0,4,3,2,5,0,1,1,1,1,2,1,1,1,0,0,0,0,0,2,2,0,1,3,2,2,1,1,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,1,2,3,0,0,1,0,1,2,2,2,2,3,1,2,5,3,1,0,1,0,1,3,0,0,0,0,0,0,2,2,1,1,1,0,0,0,1,1,1,0,0,2,0,1,0,0,1,0,1,2,0,1,1,3,0,0,1,3,2,0,0,1,1,0,0,1,0,2,0,0,1,0,1,0,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,2,1,1,2,0,0,0,0,1,1,1,0,0,1,0,2,2,2,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,3,5,2,1,2,0,1,0,3,0,1,0,0,0,1,2,0,0,2,0,0,0,4,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28270042194092826,-0.38396624472573837,-0.16033755274261605,-0.459915611814346,-2.0253164556962027,0.29535864978902954,0.05485232067510549,-1.139240506329114,-0.7637130801687764,-1.3544303797468353,-0.810126582278481,-0.08860759493670886,-0.6497890295358649,-1.8227848101265822,-0.6497890295358649,0.31645569620253167,-0.12236286919831224,-2.649789029535865,-1.649789029535865,-1.0464135021097047
P41695,0.03525954946131244,0.04995102840352596,0.07149853085210578,0.05288932419196866,0.0068560235063663075,0.04897159647404505,0.0832517140058766,0.043095004897159644,0.019588638589618023,0.06072477962781587,0.09500489715964741,0.07835455435847209,0.021547502448579822,0.043095004897159644,0.04897159647404505,0.08031341821743389,0.06464250734573947,0.009794319294809012,0.039177277179236046,0.04701273261508325,4,7,0,2,2,3,0,3,7,6,3,6,4,0,6,4,2,4,4,2,0,3,6,6,3,3,1,0,2,6,5,5,1,2,0,2,6,3,3,1,1,0,0,0,0,0,0,0,0,6,3,7,4,7,5,0,9,18,14,10,10,7,1,2,8,17,6,4,5,2,4,9,8,5,5,4,0,6,6,9,3,5,10,2,9,7,1,5,2,6,0,0,0,1,0,1,0,0,2,7,5,5,2,0,0,5,14,8,5,5,7,0,2,9,18,10,6,11,0,2,15,6,5,3,4,0,2,9,2,0,5,2,0,4,5,6,8,3,5,0,0,1,0,1,0,0,0,1,1,3,5,2,3,0,6,10,7,9,6,3,0,4,11,7,7,2,4,0,0,3,9,2,1,6,0,1,6,4,3,2,1,0,7,6,2,2,4,1,0,0,0,0,0,0,1,0,2,4,2,1,4,2,0,4,8,4,4,7,8,1,5,7,6,3,1,2,0,2,3,3,3,1,5,0,2,5,1,4,3,2,0,3,4,7,1,2,3,0,0,0,0,1,1,0,0,3,7,5,5,4,3,0,5,12,4,4,6,1,0,2,4,6,5,3,7,0,4,5,4,2,4,1,1,1,4,3,2,1,2,0,2,4,8,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.7509803921568627,-0.4764705882352941,-0.5941176470588235,-0.8627450980392157,-2.0862745098039217,-0.3392156862745098,-0.39019607843137255,-1.5549019607843138,-0.8470588235294118,-1.2823529411764707,-1.0823529411764705,-0.19901960784313724,-0.946078431372549,-1.5362745098039217,-0.6431372549019608,0.011764705882352941,-0.5431372549019607,-2.615686274509804,-1.4284313725490196,-1.1676470588235295
P41697,0.05456852791878172,0.048223350253807105,0.06472081218274112,0.06598984771573604,0.006345177664974619,0.04568527918781726,0.07868020304568528,0.04060913705583756,0.017766497461928935,0.050761421319796954,0.09517766497461928,0.09771573604060914,0.0266497461928934,0.030456852791878174,0.04314720812182741,0.09137055837563451,0.06345177664974619,0.005076142131979695,0.01649746192893401,0.05710659898477157,5,3,5,0,1,3,0,2,2,5,4,4,4,1,3,6,7,4,3,4,0,1,2,2,2,3,3,1,3,4,4,1,4,4,0,4,2,5,2,3,4,0,0,0,0,0,0,0,0,3,5,2,4,2,7,0,3,8,7,7,3,7,0,10,6,7,3,4,4,0,3,5,8,4,5,3,0,3,7,5,1,3,4,0,2,6,5,5,5,6,0,0,0,1,0,0,0,0,2,6,6,3,8,6,0,7,8,8,3,4,5,0,4,8,11,4,3,3,0,5,3,3,3,4,1,0,4,3,3,2,7,4,0,1,5,2,3,1,2,0,0,0,0,0,0,0,0,4,1,3,3,1,2,0,1,3,5,5,2,4,0,4,5,2,3,9,0,0,3,3,6,5,1,1,0,3,4,2,3,1,2,0,3,4,0,1,2,3,0,0,0,0,0,1,0,0,0,5,7,3,2,0,0,3,6,5,7,7,4,0,6,5,3,1,3,1,0,1,3,1,2,1,3,0,2,7,4,3,1,2,0,5,5,3,1,0,2,0,0,0,0,0,0,0,0,3,2,4,1,5,2,0,7,8,4,2,2,5,0,3,4,3,4,1,2,0,1,4,3,3,1,2,0,2,7,2,1,2,0,0,2,6,2,2,3,5,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.36721728081321475,0.029224904701397714,-0.19949174078780177,-0.3392630241423126,-2.235069885641677,0.7090216010165185,0.8106734434561627,-1.7509529860228716,-0.7128335451080051,-1.1245235069885642,-0.6493011435832274,0.5857687420584498,-0.5514612452350699,-1.9555273189326556,-1.7077509529860229,-0.04701397712833545,-0.2770012706480305,-2.6302414231257942,-1.5209656925031767,-1.0889453621346887
P41835,0.07777777777777778,0.02962962962962963,0.05,0.05185185185185185,0.027777777777777776,0.03148148148148148,0.053703703703703705,0.08148148148148149,0.012962962962962963,0.07037037037037037,0.09444444444444444,0.06296296296296296,0.022222222222222223,0.03148148148148148,0.046296296296296294,0.07592592592592592,0.07222222222222222,0.007407407407407408,0.022222222222222223,0.07777777777777778,6,8,6,3,2,4,3,3,5,11,5,1,2,0,4,6,5,3,3,1,1,2,4,4,1,2,0,1,1,4,1,2,0,0,0,4,9,3,1,0,2,0,1,1,0,1,0,1,0,10,3,3,3,2,6,1,7,8,8,1,6,3,0,8,4,6,2,2,5,1,2,1,4,2,2,1,0,5,0,3,4,3,1,0,3,1,4,0,1,2,1,1,1,0,0,0,0,0,6,7,6,5,2,3,0,6,9,2,1,2,2,0,5,5,5,0,0,4,0,1,2,0,2,1,0,0,1,0,3,1,3,0,1,5,6,2,0,0,1,0,2,1,0,1,0,0,0,3,3,1,0,2,2,0,4,4,2,1,1,1,1,5,3,0,0,3,0,1,2,4,1,2,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,4,3,1,0,0,0,1,0,2,2,2,1,1,2,3,2,1,1,3,0,2,1,1,2,0,1,0,2,2,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,4,1,4,2,0,3,0,6,6,2,2,2,3,0,5,1,1,0,0,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0018552875695732839,-1.3413729128014842,-1.4953617810760669,-1.4564007421150278,-2.1057513914656774,-1.1855287569573283,-1.2838589981447124,-1.4545454545454546,-1.588126159554731,-1.0946196660482375,-1.1595547309833023,-1.2708719851576995,-1.2300556586270872,-2.116883116883117,-1.8868274582560296,-0.8423005565862709,-0.8014842300556586,-2.914656771799629,-2.018552875695733,-0.7977736549165121
P41921,0.06832298136645963,0.037267080745341616,0.057971014492753624,0.049689440993788817,0.010351966873706004,0.022774327122153208,0.07246376811594203,0.08902691511387163,0.031055900621118012,0.06625258799171843,0.07039337474120083,0.08695652173913043,0.018633540372670808,0.035196687370600416,0.028985507246376812,0.060041407867494824,0.053830227743271224,0.008281573498964804,0.039337474120082816,0.09316770186335403,13,8,4,2,3,3,2,6,5,6,3,2,4,0,5,3,5,2,2,2,0,3,4,2,0,1,2,0,4,2,2,0,3,2,0,4,1,2,0,4,1,0,2,0,1,1,0,0,0,8,6,3,5,2,3,1,3,2,1,4,1,2,0,3,2,1,3,4,1,0,0,4,3,3,1,5,0,1,3,3,3,2,3,0,3,3,1,0,0,2,0,0,0,0,0,0,1,0,8,5,5,0,3,2,0,4,1,4,3,3,1,0,4,2,3,1,1,1,0,0,3,3,2,2,2,0,1,3,2,0,1,2,0,3,1,3,2,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,6,2,2,0,4,0,1,3,4,1,3,1,2,0,1,2,2,0,0,0,0,0,2,2,1,0,1,0,0,2,3,1,3,1,0,0,0,0,0,0,0,0,4,2,3,1,0,1,0,5,1,1,3,2,1,0,3,2,1,2,1,1,0,3,1,2,0,1,0,0,3,3,0,2,0,0,0,1,4,3,2,1,0,0,0,0,0,0,0,0,0,1,3,2,2,5,1,0,4,2,1,3,3,1,0,4,3,1,1,0,3,0,1,1,2,0,1,0,0,2,0,0,1,2,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.44813278008298757,-1.2572614107883817,-1.1556016597510372,-1.2199170124481329,-1.8257261410788381,-1.1431535269709543,-0.9585062240663901,-1.1556016597510372,-1.008298755186722,-0.8755186721991701,-1.2219917012448134,-1.037344398340249,-0.8298755186721992,-1.2157676348547717,-1.7365145228215768,-0.8526970954356846,-0.7178423236514523,-2.319502074688797,-1.2759336099585061,-0.6701244813278008
P42884,0.07446808510638298,0.04521276595744681,0.034574468085106384,0.05053191489361702,0.005319148936170213,0.02925531914893617,0.07446808510638298,0.0851063829787234,0.02127659574468085,0.07180851063829788,0.08244680851063829,0.07180851063829788,0.02925531914893617,0.03723404255319149,0.0425531914893617,0.07712765957446809,0.047872340425531915,0.023936170212765957,0.034574468085106384,0.061170212765957445,6,5,3,1,0,3,0,4,4,5,3,2,2,0,6,4,2,2,2,2,0,1,1,2,2,2,2,0,1,2,1,0,1,0,0,2,4,3,1,0,1,0,0,0,1,0,0,0,0,3,5,3,3,2,4,0,3,6,4,1,1,5,0,2,5,1,0,4,5,0,0,2,0,1,1,4,0,4,2,2,0,4,0,0,0,3,4,0,2,1,0,0,0,0,1,0,0,0,4,3,5,2,2,2,0,6,5,0,0,4,0,0,2,1,4,2,0,1,0,4,2,0,0,0,2,0,3,2,1,0,2,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,1,1,2,0,3,0,2,1,0,1,0,3,0,0,0,0,2,1,1,1,2,0,0,3,1,0,0,1,0,0,1,4,1,0,2,1,0,0,0,0,0,0,0,0,3,1,4,3,1,1,0,2,2,2,1,2,0,0,3,2,0,1,1,1,0,0,1,1,1,0,0,0,1,1,4,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,3,3,3,3,1,2,1,4,3,1,2,1,1,0,0,1,0,2,0,0,0,1,1,0,2,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5466666666666666,-1.2026666666666668,-1.128,-1.3093333333333332,-2.136,-0.9173333333333333,-0.968,-1.544,-1.24,-1.264,-1.16,-0.896,-1.1146666666666667,-1.5786666666666667,-1.3786666666666667,-0.6986666666666667,-0.7946666666666666,-2.168,-1.3733333333333333,-1.08
P42935,0.05964467005076142,0.04568527918781726,0.03299492385786802,0.06979695431472081,0.01903553299492386,0.030456852791878174,0.07487309644670051,0.06218274111675127,0.027918781725888325,0.07614213197969544,0.09390862944162437,0.06472081218274112,0.01649746192893401,0.044416243654822336,0.03299492385786802,0.08121827411167512,0.06218274111675127,0.030456852791878174,0.02284263959390863,0.05203045685279188,5,8,5,1,7,1,0,6,8,7,0,7,5,0,10,10,3,0,2,4,1,3,2,4,3,2,3,0,1,3,3,3,1,0,1,2,5,1,2,2,2,0,1,1,1,0,0,0,0,7,10,6,5,1,2,0,7,7,8,3,8,6,1,5,13,6,4,6,6,1,0,8,3,2,1,3,0,5,7,9,5,2,5,0,2,9,6,5,2,3,0,0,1,2,1,0,2,0,8,7,10,3,0,5,0,4,13,7,3,6,9,2,4,5,3,2,0,5,0,1,4,0,1,5,2,0,3,1,1,1,1,4,1,5,2,5,3,1,4,0,1,1,0,0,0,0,0,2,3,3,2,2,2,0,7,3,5,5,7,2,2,4,5,1,2,2,0,0,1,4,2,1,3,2,0,0,4,0,5,2,1,0,1,3,1,0,1,5,1,0,0,0,0,0,0,0,1,1,2,4,1,1,1,2,2,6,1,4,3,0,3,5,4,3,0,3,0,3,6,3,2,0,2,0,2,2,1,0,1,2,0,2,1,0,4,3,3,0,2,0,0,0,1,0,0,3,4,3,1,1,3,2,5,4,7,5,1,2,1,6,5,2,1,2,2,0,6,6,2,4,1,0,0,0,1,4,2,1,0,1,4,4,4,5,0,8,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.1664548919949174,-1.735705209656925,-1.5578144853875477,-1.5324015247776366,-0.8500635324015248,-1.7598475222363406,-1.9567979669631512,-1.841168996188056,-1.1296060991105463,-1.6264294790343075,-1.6848792884371029,-1.6543837357052096,-1.8170266836086404,-1.8170266836086404,-2.90851334180432,-0.2630241423125794,-0.6810673443456162,-2.3824650571791612,-1.9351969504447268,-1.1143583227445997
