Identifier A,Identifier B,Interaction,negative_source,left_partition_size,right_partition_size
P36036,Q12390,0,bipartite_non_edge,169.0,155.0
P36036,Q12440,0,bipartite_non_edge,169.0,155.0
P36068,P38748,0,bipartite_non_edge,169.0,155.0
P36068,P38874,0,bipartite_non_edge,169.0,155.0
P36068,P39723,0,bipartite_non_edge,169.0,155.0
P36068,P40054,0,bipartite_non_edge,169.0,155.0
P36068,P46964,0,bipartite_non_edge,169.0,155.0
P36068,P47017,0,bipartite_non_edge,169.0,155.0
P36068,P47037,0,bipartite_non_edge,169.0,155.0
P36068,Q03954,0,bipartite_non_edge,169.0,155.0
P36068,Q04048,0,bipartite_non_edge,169.0,155.0
P36068,Q04477,0,bipartite_non_edge,169.0,155.0
P36068,Q04868,0,bipartite_non_edge,169.0,155.0
P36068,Q06169,0,bipartite_non_edge,169.0,155.0
P36068,Q06704,0,bipartite_non_edge,169.0,155.0
P36068,Q07457,0,bipartite_non_edge,169.0,155.0
P36068,Q08601,0,bipartite_non_edge,169.0,155.0
P36068,Q12440,0,bipartite_non_edge,169.0,155.0
P36094,P38822,0,bipartite_non_edge,169.0,155.0
P36094,P39996,0,bipartite_non_edge,169.0,155.0
P36094,P40460,0,bipartite_non_edge,169.0,155.0
P36094,P40963,0,bipartite_non_edge,169.0,155.0
P36094,P47095,0,bipartite_non_edge,169.0,155.0
P36094,P53253,0,bipartite_non_edge,169.0,155.0
P36094,P54861,0,bipartite_non_edge,169.0,155.0
P36094,P57743,0,bipartite_non_edge,169.0,155.0
P36094,Q00582,0,bipartite_non_edge,169.0,155.0
P36094,Q00684,0,bipartite_non_edge,169.0,155.0
P36094,Q04048,0,bipartite_non_edge,169.0,155.0
P36094,Q12020,0,bipartite_non_edge,169.0,155.0
P36094,Q12134,0,bipartite_non_edge,169.0,155.0
P36094,Q12159,0,bipartite_non_edge,169.0,155.0
P38042,P38147,0,bipartite_non_edge,169.0,155.0
P38042,P38247,0,bipartite_non_edge,169.0,155.0
P38042,P38874,0,bipartite_non_edge,169.0,155.0
P38042,P39081,0,bipartite_non_edge,169.0,155.0
P38042,P39723,0,bipartite_non_edge,169.0,155.0
P38042,P40325,0,bipartite_non_edge,169.0,155.0
P38042,P40460,0,bipartite_non_edge,169.0,155.0
P38042,P40485,0,bipartite_non_edge,169.0,155.0
P38042,P40969,0,bipartite_non_edge,169.0,155.0
P38042,P41697,0,bipartite_non_edge,169.0,155.0
P38042,P41921,0,bipartite_non_edge,169.0,155.0
P38042,P47017,0,bipartite_non_edge,169.0,155.0
P38042,P47095,0,bipartite_non_edge,169.0,155.0
P38042,P47129,0,bipartite_non_edge,169.0,155.0
P38042,P52891,0,bipartite_non_edge,169.0,155.0
P38042,P53112,0,bipartite_non_edge,169.0,155.0
P38042,P53617,0,bipartite_non_edge,169.0,155.0
P38042,P54861,0,bipartite_non_edge,169.0,155.0
P38042,P80667,0,bipartite_non_edge,169.0,155.0
P38042,Q02908,0,bipartite_non_edge,169.0,155.0
P38042,Q03654,0,bipartite_non_edge,169.0,155.0
P38042,Q03818,0,bipartite_non_edge,169.0,155.0
P38042,Q04868,0,bipartite_non_edge,169.0,155.0
P38042,Q04921,0,bipartite_non_edge,169.0,155.0
P38042,Q05080,0,bipartite_non_edge,169.0,155.0
P38042,Q06675,0,bipartite_non_edge,169.0,155.0
P38042,Q12033,0,bipartite_non_edge,169.0,155.0
P38042,Q12084,0,bipartite_non_edge,169.0,155.0
P38042,Q12263,0,bipartite_non_edge,169.0,155.0
P38042,Q12446,0,bipartite_non_edge,169.0,155.0
P38147,P38822,0,bipartite_non_edge,169.0,155.0
P38147,P39928,0,bipartite_non_edge,169.0,155.0
P38147,P40969,0,bipartite_non_edge,169.0,155.0
P38147,P43639,0,bipartite_non_edge,169.0,155.0
P38147,P47115,0,bipartite_non_edge,169.0,155.0
P38147,P53184,0,bipartite_non_edge,169.0,155.0
P38147,P61829,0,bipartite_non_edge,169.0,155.0
P38147,Q03654,0,bipartite_non_edge,169.0,155.0
P38147,Q04921,0,bipartite_non_edge,169.0,155.0
P38147,Q05580,0,bipartite_non_edge,169.0,155.0
P38147,Q12306,0,bipartite_non_edge,169.0,155.0
P38247,P38523,0,bipartite_non_edge,169.0,155.0
P38247,P38822,0,bipartite_non_edge,169.0,155.0
P38247,P38874,0,bipartite_non_edge,169.0,155.0
P38247,P39723,0,bipartite_non_edge,169.0,155.0
P38247,P40582,0,bipartite_non_edge,169.0,155.0
P38247,P46954,0,bipartite_non_edge,169.0,155.0
P38247,P47025,0,bipartite_non_edge,169.0,155.0
P38247,P47037,0,bipartite_non_edge,169.0,155.0
P38247,P53184,0,bipartite_non_edge,169.0,155.0
P38247,Q03654,0,bipartite_non_edge,169.0,155.0
P38247,Q03790,0,bipartite_non_edge,169.0,155.0
P38247,Q05080,0,bipartite_non_edge,169.0,155.0
P38247,Q05791,0,bipartite_non_edge,169.0,155.0
P38247,Q12084,0,bipartite_non_edge,169.0,155.0
P38247,Q12102,0,bipartite_non_edge,169.0,155.0
P38247,Q12159,0,bipartite_non_edge,169.0,155.0
P38247,Q12306,0,bipartite_non_edge,169.0,155.0
P38272,P39113,0,bipartite_non_edge,169.0,155.0
P38272,P40963,0,bipartite_non_edge,169.0,155.0
P38272,P41543,0,bipartite_non_edge,169.0,155.0
P38272,P47011,0,bipartite_non_edge,169.0,155.0
P38272,P53617,0,bipartite_non_edge,169.0,155.0
P38272,P54786,0,bipartite_non_edge,169.0,155.0
P38272,P61829,0,bipartite_non_edge,169.0,155.0
P38272,Q03790,0,bipartite_non_edge,169.0,155.0
P38272,Q03818,0,bipartite_non_edge,169.0,155.0
P38272,Q03954,0,bipartite_non_edge,169.0,155.0
P38272,Q04477,0,bipartite_non_edge,169.0,155.0
P38272,Q04868,0,bipartite_non_edge,169.0,155.0
P38272,Q07457,0,bipartite_non_edge,169.0,155.0
P38272,Q08581,0,bipartite_non_edge,169.0,155.0
P38272,Q12020,0,bipartite_non_edge,169.0,155.0
P38272,Q12084,0,bipartite_non_edge,169.0,155.0
P38272,Q12102,0,bipartite_non_edge,169.0,155.0
P38272,Q12154,0,bipartite_non_edge,169.0,155.0
P38272,Q12306,0,bipartite_non_edge,169.0,155.0
P38272,Q12329,0,bipartite_non_edge,169.0,155.0
P38272,Q12390,0,bipartite_non_edge,169.0,155.0
P38339,P39743,0,bipartite_non_edge,169.0,155.0
P38339,P40957,0,bipartite_non_edge,169.0,155.0
P38339,P41695,0,bipartite_non_edge,169.0,155.0
P38339,P46946,0,bipartite_non_edge,169.0,155.0
P38339,P47017,0,bipartite_non_edge,169.0,155.0
P38339,P47115,0,bipartite_non_edge,169.0,155.0
P38339,P52891,0,bipartite_non_edge,169.0,155.0
P38339,P53184,0,bipartite_non_edge,169.0,155.0
P38339,P53253,0,bipartite_non_edge,169.0,155.0
P38339,P53971,0,bipartite_non_edge,169.0,155.0
P38339,P54786,0,bipartite_non_edge,169.0,155.0
P38339,P81449,0,bipartite_non_edge,169.0,155.0
P38339,Q02908,0,bipartite_non_edge,169.0,155.0
P38339,Q04477,0,bipartite_non_edge,169.0,155.0
P38339,Q05568,0,bipartite_non_edge,169.0,155.0
P38339,Q06706,0,bipartite_non_edge,169.0,155.0
P38523,P38822,0,bipartite_non_edge,169.0,155.0
P38523,P40460,0,bipartite_non_edge,169.0,155.0
P38523,P43605,0,bipartite_non_edge,169.0,155.0
P38523,P47017,0,bipartite_non_edge,169.0,155.0
P38523,P47037,0,bipartite_non_edge,169.0,155.0
P38523,P47129,0,bipartite_non_edge,169.0,155.0
P38523,P52891,0,bipartite_non_edge,169.0,155.0
P38523,P53184,0,bipartite_non_edge,169.0,155.0
P38523,P80667,0,bipartite_non_edge,169.0,155.0
P38523,Q04411,0,bipartite_non_edge,169.0,155.0
P38523,Q06708,0,bipartite_non_edge,169.0,155.0
P38523,Q08581,0,bipartite_non_edge,169.0,155.0
P38523,Q08601,0,bipartite_non_edge,169.0,155.0
P38523,Q12365,0,bipartite_non_edge,169.0,155.0
P38748,P39928,0,bipartite_non_edge,169.0,155.0
P38748,P40316,0,bipartite_non_edge,169.0,155.0
P38748,P40460,0,bipartite_non_edge,169.0,155.0
P38748,P47011,0,bipartite_non_edge,169.0,155.0
P38748,P47025,0,bipartite_non_edge,169.0,155.0
P38748,P54786,0,bipartite_non_edge,169.0,155.0
P38748,Q03654,0,bipartite_non_edge,169.0,155.0
P38748,Q04921,0,bipartite_non_edge,169.0,155.0
P38748,Q06410,0,bipartite_non_edge,169.0,155.0
P38785,P38874,0,bipartite_non_edge,169.0,155.0
P38785,P39081,0,bipartite_non_edge,169.0,155.0
P38785,P39743,0,bipartite_non_edge,169.0,155.0
P38785,P39998,0,bipartite_non_edge,169.0,155.0
P38785,P40316,0,bipartite_non_edge,169.0,155.0
P38785,P40957,0,bipartite_non_edge,169.0,155.0
P38785,P41921,0,bipartite_non_edge,169.0,155.0
P38785,P52891,0,bipartite_non_edge,169.0,155.0
P38785,P53971,0,bipartite_non_edge,169.0,155.0
P38785,Q05580,0,bipartite_non_edge,169.0,155.0
P38785,Q07457,0,bipartite_non_edge,169.0,155.0
P38785,Q12154,0,bipartite_non_edge,169.0,155.0
P38785,Q12446,0,bipartite_non_edge,169.0,155.0
P38822,P38874,0,bipartite_non_edge,169.0,155.0
P38822,P39113,0,bipartite_non_edge,169.0,155.0
P38822,P40202,0,bipartite_non_edge,169.0,155.0
P38822,P46964,0,bipartite_non_edge,169.0,155.0
P38822,P47011,0,bipartite_non_edge,169.0,155.0
P38822,P47115,0,bipartite_non_edge,169.0,155.0
P38822,Q02908,0,bipartite_non_edge,169.0,155.0
P38822,Q04411,0,bipartite_non_edge,169.0,155.0
P38822,Q07457,0,bipartite_non_edge,169.0,155.0
P38822,Q12033,0,bipartite_non_edge,169.0,155.0
P38822,Q12102,0,bipartite_non_edge,169.0,155.0
P38822,Q12306,0,bipartite_non_edge,169.0,155.0
P38853,P39743,0,bipartite_non_edge,169.0,155.0
P38853,P39928,0,bipartite_non_edge,169.0,155.0
P38853,P40073,0,bipartite_non_edge,169.0,155.0
P38853,P47017,0,bipartite_non_edge,169.0,155.0
P38853,P53971,0,bipartite_non_edge,169.0,155.0
P38853,Q02100,0,bipartite_non_edge,169.0,155.0
P38853,Q05080,0,bipartite_non_edge,169.0,155.0
P38853,Q06410,0,bipartite_non_edge,169.0,155.0
P38853,Q06675,0,bipartite_non_edge,169.0,155.0
P38853,Q06704,0,bipartite_non_edge,169.0,155.0
P38853,Q12020,0,bipartite_non_edge,169.0,155.0
P38853,Q12440,0,bipartite_non_edge,169.0,155.0
P38874,P39113,0,bipartite_non_edge,169.0,155.0
P38874,P39996,0,bipartite_non_edge,169.0,155.0
P38874,P40073,0,bipartite_non_edge,169.0,155.0
P38874,P40325,0,bipartite_non_edge,169.0,155.0
P38874,P40460,0,bipartite_non_edge,169.0,155.0
P38874,P40963,0,bipartite_non_edge,169.0,155.0
P38874,P41695,0,bipartite_non_edge,169.0,155.0
P38874,P43605,0,bipartite_non_edge,169.0,155.0
P38874,P43639,0,bipartite_non_edge,169.0,155.0
P38874,P47037,0,bipartite_non_edge,169.0,155.0
P38874,P47115,0,bipartite_non_edge,169.0,155.0
P38874,P47129,0,bipartite_non_edge,169.0,155.0
P38874,P48361,0,bipartite_non_edge,169.0,155.0
P38874,P53112,0,bipartite_non_edge,169.0,155.0
P38874,P53253,0,bipartite_non_edge,169.0,155.0
P38874,P53895,0,bipartite_non_edge,169.0,155.0
P38874,Q03790,0,bipartite_non_edge,169.0,155.0
P38874,Q04003,0,bipartite_non_edge,169.0,155.0
P38874,Q04048,0,bipartite_non_edge,169.0,155.0
P38874,Q06704,0,bipartite_non_edge,169.0,155.0
P38930,P39743,0,bipartite_non_edge,169.0,155.0
P38930,P40089,0,bipartite_non_edge,169.0,155.0
P38930,P41543,0,bipartite_non_edge,169.0,155.0
P38930,P41695,0,bipartite_non_edge,169.0,155.0
P38930,P80667,0,bipartite_non_edge,169.0,155.0
P38930,Q00582,0,bipartite_non_edge,169.0,155.0
P38930,Q03860,0,bipartite_non_edge,169.0,155.0
P38930,Q04921,0,bipartite_non_edge,169.0,155.0
P38930,Q05568,0,bipartite_non_edge,169.0,155.0
P38930,Q06410,0,bipartite_non_edge,169.0,155.0
P38930,Q12020,0,bipartite_non_edge,169.0,155.0
P38930,Q12066,0,bipartite_non_edge,169.0,155.0
P38930,Q12334,0,bipartite_non_edge,169.0,155.0
P39007,P39928,0,bipartite_non_edge,169.0,155.0
P39007,P47037,0,bipartite_non_edge,169.0,155.0
P39007,P53971,0,bipartite_non_edge,169.0,155.0
P39007,P54786,0,bipartite_non_edge,169.0,155.0
P39007,P81449,0,bipartite_non_edge,169.0,155.0
P39007,Q03654,0,bipartite_non_edge,169.0,155.0
P39007,Q03860,0,bipartite_non_edge,169.0,155.0
P39007,Q04477,0,bipartite_non_edge,169.0,155.0
P39007,Q04921,0,bipartite_non_edge,169.0,155.0
P39007,Q12020,0,bipartite_non_edge,169.0,155.0
P39007,Q12334,0,bipartite_non_edge,169.0,155.0
P39007,Q3E7C1,0,bipartite_non_edge,169.0,155.0
P39081,P39929,0,bipartite_non_edge,169.0,155.0
P39081,P39996,0,bipartite_non_edge,169.0,155.0
P39081,P39998,0,bipartite_non_edge,169.0,155.0
P39081,P41695,0,bipartite_non_edge,169.0,155.0
P39081,P47095,0,bipartite_non_edge,169.0,155.0
P39081,P52891,0,bipartite_non_edge,169.0,155.0
P39081,P53184,0,bipartite_non_edge,169.0,155.0
P39081,P53617,0,bipartite_non_edge,169.0,155.0
P39081,P53886,0,bipartite_non_edge,169.0,155.0
P39081,Q03790,0,bipartite_non_edge,169.0,155.0
P39081,Q03860,0,bipartite_non_edge,169.0,155.0
P39081,Q04868,0,bipartite_non_edge,169.0,155.0
P39081,Q05791,0,bipartite_non_edge,169.0,155.0
P39081,Q92331,0,bipartite_non_edge,169.0,155.0
P39113,P40202,0,bipartite_non_edge,169.0,155.0
P39113,P47017,0,bipartite_non_edge,169.0,155.0
P39113,Q00684,0,bipartite_non_edge,169.0,155.0
P39113,Q03790,0,bipartite_non_edge,169.0,155.0
P39113,Q03860,0,bipartite_non_edge,169.0,155.0
P39113,Q04003,0,bipartite_non_edge,169.0,155.0
P39113,Q04048,0,bipartite_non_edge,169.0,155.0
P39113,Q04477,0,bipartite_non_edge,169.0,155.0
P39113,Q05791,0,bipartite_non_edge,169.0,155.0
P39113,Q06169,0,bipartite_non_edge,169.0,155.0
P39113,Q07457,0,bipartite_non_edge,169.0,155.0
P39113,Q12154,0,bipartite_non_edge,169.0,155.0
P39113,Q12159,0,bipartite_non_edge,169.0,155.0
P39723,P39996,0,bipartite_non_edge,169.0,155.0
P39723,P40073,0,bipartite_non_edge,169.0,155.0
P39723,P40089,0,bipartite_non_edge,169.0,155.0
P39723,P40325,0,bipartite_non_edge,169.0,155.0
P39723,P40582,0,bipartite_non_edge,169.0,155.0
P39723,P40957,0,bipartite_non_edge,169.0,155.0
P39723,P40963,0,bipartite_non_edge,169.0,155.0
P39723,P46964,0,bipartite_non_edge,169.0,155.0
P39723,P47129,0,bipartite_non_edge,169.0,155.0
P39723,P81449,0,bipartite_non_edge,169.0,155.0
P39723,Q00684,0,bipartite_non_edge,169.0,155.0
P39723,Q03954,0,bipartite_non_edge,169.0,155.0
P39723,Q04868,0,bipartite_non_edge,169.0,155.0
P39723,Q05791,0,bipartite_non_edge,169.0,155.0
P39723,Q12134,0,bipartite_non_edge,169.0,155.0
P39723,Q12154,0,bipartite_non_edge,169.0,155.0
P39723,Q12306,0,bipartite_non_edge,169.0,155.0
P39723,Q12446,0,bipartite_non_edge,169.0,155.0
P39743,P39929,0,bipartite_non_edge,169.0,155.0
P39743,P39996,0,bipartite_non_edge,169.0,155.0
P39743,P39998,0,bipartite_non_edge,169.0,155.0
P39743,P40089,0,bipartite_non_edge,169.0,155.0
P39743,P40485,0,bipartite_non_edge,169.0,155.0
P39743,P41543,0,bipartite_non_edge,169.0,155.0
P39743,P42935,0,bipartite_non_edge,169.0,155.0
P39743,P43605,0,bipartite_non_edge,169.0,155.0
P39743,P52917,0,bipartite_non_edge,169.0,155.0
P39743,P53184,0,bipartite_non_edge,169.0,155.0
P39743,Q03954,0,bipartite_non_edge,169.0,155.0
P39743,Q04411,0,bipartite_non_edge,169.0,155.0
P39743,Q06704,0,bipartite_non_edge,169.0,155.0
P39743,Q07457,0,bipartite_non_edge,169.0,155.0
P39743,Q12033,0,bipartite_non_edge,169.0,155.0
P39743,Q12066,0,bipartite_non_edge,169.0,155.0
P39743,Q12084,0,bipartite_non_edge,169.0,155.0
P39743,Q12440,0,bipartite_non_edge,169.0,155.0
P39928,P39996,0,bipartite_non_edge,169.0,155.0
P39928,P40582,0,bipartite_non_edge,169.0,155.0
P39928,P40963,0,bipartite_non_edge,169.0,155.0
P39928,P47037,0,bipartite_non_edge,169.0,155.0
P39928,P53253,0,bipartite_non_edge,169.0,155.0
P39928,Q02908,0,bipartite_non_edge,169.0,155.0
P39928,Q03790,0,bipartite_non_edge,169.0,155.0
P39928,Q04411,0,bipartite_non_edge,169.0,155.0
P39928,Q06708,0,bipartite_non_edge,169.0,155.0
P39928,Q07457,0,bipartite_non_edge,169.0,155.0
P39928,Q12020,0,bipartite_non_edge,169.0,155.0
P39928,Q12365,0,bipartite_non_edge,169.0,155.0
P39928,Q92331,0,bipartite_non_edge,169.0,155.0
P39929,P39996,0,bipartite_non_edge,169.0,155.0
P39929,P40963,0,bipartite_non_edge,169.0,155.0
P39929,P40969,0,bipartite_non_edge,169.0,155.0
P39929,P47017,0,bipartite_non_edge,169.0,155.0
P39929,P53112,0,bipartite_non_edge,169.0,155.0
P39929,P54861,0,bipartite_non_edge,169.0,155.0
P39929,P57743,0,bipartite_non_edge,169.0,155.0
P39929,Q00582,0,bipartite_non_edge,169.0,155.0
P39929,Q02884,0,bipartite_non_edge,169.0,155.0
P39929,Q06169,0,bipartite_non_edge,169.0,155.0
P39929,Q08581,0,bipartite_non_edge,169.0,155.0
P39929,Q12306,0,bipartite_non_edge,169.0,155.0
P39996,P40202,0,bipartite_non_edge,169.0,155.0
P39996,P40316,0,bipartite_non_edge,169.0,155.0
P39996,P43605,0,bipartite_non_edge,169.0,155.0
P39996,P47017,0,bipartite_non_edge,169.0,155.0
P39996,P47037,0,bipartite_non_edge,169.0,155.0
P39996,P47115,0,bipartite_non_edge,169.0,155.0
P39996,P53184,0,bipartite_non_edge,169.0,155.0
P39996,P53971,0,bipartite_non_edge,169.0,155.0
P39996,Q02884,0,bipartite_non_edge,169.0,155.0
P39996,Q04411,0,bipartite_non_edge,169.0,155.0
P39996,Q12334,0,bipartite_non_edge,169.0,155.0
P39996,Q12390,0,bipartite_non_edge,169.0,155.0
P39996,Q12446,0,bipartite_non_edge,169.0,155.0
P39998,P40054,0,bipartite_non_edge,169.0,155.0
P39998,P40485,0,bipartite_non_edge,169.0,155.0
P39998,P40582,0,bipartite_non_edge,169.0,155.0
P39998,P40963,0,bipartite_non_edge,169.0,155.0
P39998,P42935,0,bipartite_non_edge,169.0,155.0
P39998,P46954,0,bipartite_non_edge,169.0,155.0
P39998,P47115,0,bipartite_non_edge,169.0,155.0
P39998,P52917,0,bipartite_non_edge,169.0,155.0
P39998,P53184,0,bipartite_non_edge,169.0,155.0
P39998,P53895,0,bipartite_non_edge,169.0,155.0
P39998,Q00582,0,bipartite_non_edge,169.0,155.0
P39998,Q02908,0,bipartite_non_edge,169.0,155.0
P39998,Q02939,0,bipartite_non_edge,169.0,155.0
P39998,Q04048,0,bipartite_non_edge,169.0,155.0
P39998,Q12033,0,bipartite_non_edge,169.0,155.0
P39998,Q12084,0,bipartite_non_edge,169.0,155.0
P39998,Q12154,0,bipartite_non_edge,169.0,155.0
P40054,P40460,0,bipartite_non_edge,169.0,155.0
P40054,P53253,0,bipartite_non_edge,169.0,155.0
P40054,Q00684,0,bipartite_non_edge,169.0,155.0
P40054,Q04868,0,bipartite_non_edge,169.0,155.0
P40054,Q08601,0,bipartite_non_edge,169.0,155.0
P40054,Q12446,0,bipartite_non_edge,169.0,155.0
P40073,P40316,0,bipartite_non_edge,169.0,155.0
P40073,P40582,0,bipartite_non_edge,169.0,155.0
P40073,P41697,0,bipartite_non_edge,169.0,155.0
P40073,P52917,0,bipartite_non_edge,169.0,155.0
P40073,P53253,0,bipartite_non_edge,169.0,155.0
P40073,P53617,0,bipartite_non_edge,169.0,155.0
P40073,Q02884,0,bipartite_non_edge,169.0,155.0
P40073,Q02908,0,bipartite_non_edge,169.0,155.0
P40073,Q05568,0,bipartite_non_edge,169.0,155.0
P40073,Q12084,0,bipartite_non_edge,169.0,155.0
P40089,P41695,0,bipartite_non_edge,169.0,155.0
P40089,P46946,0,bipartite_non_edge,169.0,155.0
P40089,P47011,0,bipartite_non_edge,169.0,155.0
P40089,P47115,0,bipartite_non_edge,169.0,155.0
P40089,P50623,0,bipartite_non_edge,169.0,155.0
P40089,P53184,0,bipartite_non_edge,169.0,155.0
P40089,P54861,0,bipartite_non_edge,169.0,155.0
P40089,P61829,0,bipartite_non_edge,169.0,155.0
P40089,Q02908,0,bipartite_non_edge,169.0,155.0
P40089,Q04003,0,bipartite_non_edge,169.0,155.0
P40089,Q04411,0,bipartite_non_edge,169.0,155.0
P40089,Q06675,0,bipartite_non_edge,169.0,155.0
P40089,Q06704,0,bipartite_non_edge,169.0,155.0
P40089,Q08581,0,bipartite_non_edge,169.0,155.0
P40089,Q12084,0,bipartite_non_edge,169.0,155.0
P40089,Q12365,0,bipartite_non_edge,169.0,155.0
P40151,P40460,0,bipartite_non_edge,169.0,155.0
P40151,P43639,0,bipartite_non_edge,169.0,155.0
P40151,P47017,0,bipartite_non_edge,169.0,155.0
P40151,P47037,0,bipartite_non_edge,169.0,155.0
P40151,P47129,0,bipartite_non_edge,169.0,155.0
P40151,P53112,0,bipartite_non_edge,169.0,155.0
P40151,Q02908,0,bipartite_non_edge,169.0,155.0
P40151,Q03898,0,bipartite_non_edge,169.0,155.0
P40151,Q04048,0,bipartite_non_edge,169.0,155.0
P40151,Q05580,0,bipartite_non_edge,169.0,155.0
P40151,Q07457,0,bipartite_non_edge,169.0,155.0
P40151,Q12020,0,bipartite_non_edge,169.0,155.0
P40202,P40316,0,bipartite_non_edge,169.0,155.0
P40202,P40485,0,bipartite_non_edge,169.0,155.0
P40202,P46964,0,bipartite_non_edge,169.0,155.0
P40202,P47017,0,bipartite_non_edge,169.0,155.0
P40202,P47095,0,bipartite_non_edge,169.0,155.0
P40202,P52891,0,bipartite_non_edge,169.0,155.0
P40202,P53253,0,bipartite_non_edge,169.0,155.0
P40202,Q00684,0,bipartite_non_edge,169.0,155.0
P40202,Q02939,0,bipartite_non_edge,169.0,155.0
P40202,Q04868,0,bipartite_non_edge,169.0,155.0
P40202,Q06410,0,bipartite_non_edge,169.0,155.0
P40202,Q12066,0,bipartite_non_edge,169.0,155.0
P40202,Q12440,0,bipartite_non_edge,169.0,155.0
P40316,P40325,0,bipartite_non_edge,169.0,155.0
P40316,P40582,0,bipartite_non_edge,169.0,155.0
P40316,P40969,0,bipartite_non_edge,169.0,155.0
P40316,P41543,0,bipartite_non_edge,169.0,155.0
P40316,P47017,0,bipartite_non_edge,169.0,155.0
P40316,P53184,0,bipartite_non_edge,169.0,155.0
P40316,P81449,0,bipartite_non_edge,169.0,155.0
P40316,Q00684,0,bipartite_non_edge,169.0,155.0
P40316,Q03654,0,bipartite_non_edge,169.0,155.0
P40316,Q03860,0,bipartite_non_edge,169.0,155.0
P40316,Q04003,0,bipartite_non_edge,169.0,155.0
P40316,Q05080,0,bipartite_non_edge,169.0,155.0
P40316,Q05568,0,bipartite_non_edge,169.0,155.0
P40316,Q05580,0,bipartite_non_edge,169.0,155.0
P40316,Q06410,0,bipartite_non_edge,169.0,155.0
P40316,Q12033,0,bipartite_non_edge,169.0,155.0
P40316,Q12159,0,bipartite_non_edge,169.0,155.0
P40316,Q12306,0,bipartite_non_edge,169.0,155.0
P40316,Q92331,0,bipartite_non_edge,169.0,155.0
P40325,P41921,0,bipartite_non_edge,169.0,155.0
P40325,P47037,0,bipartite_non_edge,169.0,155.0
P40325,P53886,0,bipartite_non_edge,169.0,155.0
P40325,P53971,0,bipartite_non_edge,169.0,155.0
P40325,P61829,0,bipartite_non_edge,169.0,155.0
P40325,Q02939,0,bipartite_non_edge,169.0,155.0
P40325,Q03818,0,bipartite_non_edge,169.0,155.0
P40325,Q12102,0,bipartite_non_edge,169.0,155.0
P40325,Q12306,0,bipartite_non_edge,169.0,155.0
P40325,Q12329,0,bipartite_non_edge,169.0,155.0
P40460,P40963,0,bipartite_non_edge,169.0,155.0
P40460,P41543,0,bipartite_non_edge,169.0,155.0
P40460,P42935,0,bipartite_non_edge,169.0,155.0
P40460,P46954,0,bipartite_non_edge,169.0,155.0
P40460,P47017,0,bipartite_non_edge,169.0,155.0
P40460,P47037,0,bipartite_non_edge,169.0,155.0
P40460,P52917,0,bipartite_non_edge,169.0,155.0
P40460,P53184,0,bipartite_non_edge,169.0,155.0
P40460,P53617,0,bipartite_non_edge,169.0,155.0
P40460,P54861,0,bipartite_non_edge,169.0,155.0
P40460,Q02100,0,bipartite_non_edge,169.0,155.0
P40460,Q02884,0,bipartite_non_edge,169.0,155.0
P40460,Q02908,0,bipartite_non_edge,169.0,155.0
P40460,Q02939,0,bipartite_non_edge,169.0,155.0
P40460,Q03818,0,bipartite_non_edge,169.0,155.0
P40460,Q03898,0,bipartite_non_edge,169.0,155.0
P40460,Q05791,0,bipartite_non_edge,169.0,155.0
P40460,Q06704,0,bipartite_non_edge,169.0,155.0
P40460,Q08601,0,bipartite_non_edge,169.0,155.0
P40460,Q12084,0,bipartite_non_edge,169.0,155.0
P40460,Q12134,0,bipartite_non_edge,169.0,155.0
P40460,Q12159,0,bipartite_non_edge,169.0,155.0
P40485,P41543,0,bipartite_non_edge,169.0,155.0
P40485,P41695,0,bipartite_non_edge,169.0,155.0
P40485,P41921,0,bipartite_non_edge,169.0,155.0
P40485,P46954,0,bipartite_non_edge,169.0,155.0
P40485,P47037,0,bipartite_non_edge,169.0,155.0
P40485,P48361,0,bipartite_non_edge,169.0,155.0
P40485,P52891,0,bipartite_non_edge,169.0,155.0
P40485,P80667,0,bipartite_non_edge,169.0,155.0
P40485,Q04048,0,bipartite_non_edge,169.0,155.0
P40485,Q04868,0,bipartite_non_edge,169.0,155.0
P40485,Q92331,0,bipartite_non_edge,169.0,155.0
P40582,P43639,0,bipartite_non_edge,169.0,155.0
P40582,P52917,0,bipartite_non_edge,169.0,155.0
P40582,P53253,0,bipartite_non_edge,169.0,155.0
P40582,P53617,0,bipartite_non_edge,169.0,155.0
P40582,P53895,0,bipartite_non_edge,169.0,155.0
P40582,P53971,0,bipartite_non_edge,169.0,155.0
P40582,Q03898,0,bipartite_non_edge,169.0,155.0
P40582,Q05080,0,bipartite_non_edge,169.0,155.0
P40582,Q05568,0,bipartite_non_edge,169.0,155.0
P40582,Q05580,0,bipartite_non_edge,169.0,155.0
P40582,Q07457,0,bipartite_non_edge,169.0,155.0
P40582,Q12020,0,bipartite_non_edge,169.0,155.0
P40582,Q12134,0,bipartite_non_edge,169.0,155.0
P40957,P47095,0,bipartite_non_edge,169.0,155.0
P40957,P53971,0,bipartite_non_edge,169.0,155.0
P40957,Q02100,0,bipartite_non_edge,169.0,155.0
P40957,Q03954,0,bipartite_non_edge,169.0,155.0
P40957,Q04477,0,bipartite_non_edge,169.0,155.0
P40957,Q05568,0,bipartite_non_edge,169.0,155.0
P40957,Q05580,0,bipartite_non_edge,169.0,155.0
P40957,Q06410,0,bipartite_non_edge,169.0,155.0
